,OPEN,CLOSE,TRADEDATE
299,94.0,94.2,2016-08-29
300,94.78,99.0,2016-08-30
301,99.0,98.65,2016-08-31
302,98.9,100.27,2016-09-01
303,100.76,101.95,2016-09-02
304,102.56,104.7,2016-09-05
305,105.0,103.97,2016-09-06
306,104.0,107.35,2016-09-07
307,107.57,105.98,2016-09-08
308,106.09,103.8,2016-09-09
309,103.6,106.0,2016-09-12
310,106.12,104.03,2016-09-13
311,104.03,103.07,2016-09-14
312,103.48,104.51,2016-09-15
313,105.65,104.2,2016-09-16
314,104.95,107.53,2016-09-19
315,107.08,108.09,2016-09-20
316,108.2,111.5,2016-09-21
317,112.25,113.0,2016-09-22
318,112.8,114.25,2016-09-23
319,114.5,117.0,2016-09-26
320,116.89,117.0,2016-09-27
321,117.0,116.0,2016-09-28
322,117.0,117.49,2016-09-29
323,117.2,116.93,2016-09-30
324,116.94,119.2,2016-10-03
325,119.0,122.4,2016-10-04
326,123.0,121.2,2016-10-05
327,120.62,122.0,2016-10-06
328,121.98,118.77,2016-10-07
329,118.77,115.8,2016-10-10
330,115.52,121.9,2016-10-11
331,122.0,119.4,2016-10-12
332,119.9,116.45,2016-10-13
333,116.9,116.0,2016-10-14
334,115.55,118.92,2016-10-17
335,119.5,118.07,2016-10-18
336,118.89,120.22,2016-10-19
337,120.03,124.0,2016-10-20
338,123.64,126.69,2016-10-21
339,127.0,129.99,2016-10-24
340,130.0,128.67,2016-10-25
341,128.36,128.12,2016-10-26
342,128.05,126.0,2016-10-27
343,126.0,129.19,2016-10-28
344,130.38,129.95,2016-10-31
345,130.6,134.04,2016-11-01
346,134.0,135.3,2016-11-02
347,134.54,130.85,2016-11-03
348,130.71,128.0,2016-11-07
349,128.0,125.15,2016-11-08
350,122.7,129.1,2016-11-09
351,129.92,128.9,2016-11-10
352,128.82,129.6,2016-11-11
353,130.0,129.5,2016-11-14
354,129.0,130.0,2016-11-15
355,129.49,129.99,2016-11-16
356,129.9,128.8,2016-11-17
357,128.16,129.91,2016-11-18
358,130.94,130.19,2016-11-21
359,130.89,129.2,2016-11-22
360,129.72,130.86,2016-11-23
361,130.66,130.86,2016-11-24
362,131.68,130.0,2016-11-25
363,130.49,130.16,2016-11-28
364,130.15,131.74,2016-11-29
365,132.98,134.83,2016-11-30
366,135.99,135.7,2016-12-01
367,135.7,135.9,2016-12-02
368,136.46,139.0,2016-12-05
369,139.51,139.5,2016-12-06
370,139.5,141.9,2016-12-07
371,142.7,146.58,2016-12-08
372,146.0,147.68,2016-12-09
373,153.0,150.2,2016-12-12
374,149.05,152.6,2016-12-13
