,OPEN,CLOSE,TRADEDATE
278,136.57,139.15,2016-07-29
279,140.0,138.52,2016-08-01
280,138.45,135.06,2016-08-02
281,134.73,135.73,2016-08-03
282,136.47,137.14,2016-08-04
283,137.48,138.69,2016-08-05
284,139.01,139.45,2016-08-08
285,139.21,139.2,2016-08-09
286,139.2,138.3,2016-08-10
287,138.16,139.7,2016-08-11
288,140.2,139.45,2016-08-12
289,140.25,139.5,2016-08-15
290,139.5,138.1,2016-08-16
291,138.2,138.44,2016-08-17
292,138.72,137.0,2016-08-18
293,137.7,135.8,2016-08-19
294,135.15,137.37,2016-08-22
295,137.0,140.35,2016-08-23
296,139.7,139.5,2016-08-24
297,139.99,142.84,2016-08-25
298,143.2,145.25,2016-08-26
299,144.47,143.55,2016-08-29
300,143.58,143.18,2016-08-30
301,143.2,143.5,2016-08-31
302,143.96,144.25,2016-09-01
303,144.45,146.88,2016-09-02
304,147.5,149.5,2016-09-05
305,149.8,150.64,2016-09-06
306,150.95,154.33,2016-09-07
307,155.23,153.45,2016-09-08
308,152.71,151.6,2016-09-09
309,149.73,151.43,2016-09-12
310,151.5,149.8,2016-09-13
311,149.85,150.86,2016-09-14
312,150.51,149.14,2016-09-15
313,149.3,147.0,2016-09-16
314,148.8,148.66,2016-09-19
315,148.12,149.3,2016-09-20
316,149.85,150.67,2016-09-21
317,152.54,154.18,2016-09-22
318,153.73,151.5,2016-09-23
319,149.9,149.1,2016-09-26
320,149.55,147.53,2016-09-27
321,148.12,147.18,2016-09-28
322,150.2,148.47,2016-09-29
323,147.0,145.34,2016-09-30
324,146.0,148.87,2016-10-03
325,149.1,148.1,2016-10-04
326,148.14,147.95,2016-10-05
327,148.34,148.9,2016-10-06
328,149.6,148.74,2016-10-07
329,149.33,151.27,2016-10-10
330,150.89,151.3,2016-10-11
331,151.2,149.2,2016-10-12
332,148.64,146.09,2016-10-13
333,146.65,146.73,2016-10-14
334,146.5,146.46,2016-10-17
335,147.48,147.74,2016-10-18
336,148.39,148.6,2016-10-19
337,148.8,148.26,2016-10-20
338,148.01,148.42,2016-10-21
339,149.21,149.15,2016-10-24
340,149.74,151.57,2016-10-25
341,151.23,150.67,2016-10-26
342,150.57,149.3,2016-10-27
343,149.4,149.2,2016-10-28
344,148.99,147.4,2016-10-31
345,147.9,145.85,2016-11-01
346,144.51,142.36,2016-11-02
347,142.8,142.75,2016-11-03
348,143.8,143.4,2016-11-07
349,144.25,146.11,2016-11-08
350,143.0,151.04,2016-11-09
351,151.88,153.36,2016-11-10
352,153.0,151.51,2016-11-11
353,152.5,150.4,2016-11-14
354,151.0,149.85,2016-11-15
355,150.9,149.94,2016-11-16
356,149.93,149.75,2016-11-17
357,149.99,150.05,2016-11-18
358,150.9,153.0,2016-11-21
359,153.85,155.0,2016-11-22
360,155.44,155.23,2016-11-23
361,155.38,161.15,2016-11-24
362,161.0,160.36,2016-11-25
363,160.01,159.4,2016-11-28
364,158.98,158.07,2016-11-29
365,158.3,158.7,2016-11-30
366,159.99,158.7,2016-12-01
367,158.45,159.4,2016-12-02
368,158.76,162.02,2016-12-05
369,161.99,159.35,2016-12-06
370,159.82,159.95,2016-12-07
371,160.7,168.98,2016-12-08
372,169.65,169.66,2016-12-09
373,172.0,175.4,2016-12-12
374,175.0,176.9,2016-12-13
375,177.0,173.7,2016-12-14
376,171.5,174.92,2016-12-15
377,175.61,173.9,2016-12-16
378,174.76,174.3,2016-12-19
379,174.17,175.9,2016-12-20
380,176.68,174.71,2016-12-21
381,174.49,170.0,2016-12-22
382,169.8,171.15,2016-12-23
383,171.3,171.97,2016-12-26
384,172.0,172.27,2016-12-27
385,173.0,170.1,2016-12-28
386,170.05,171.3,2016-12-29
387,171.7,173.25,2016-12-30
388,173.4,180.12,2017-01-03
389,178.9,175.95,2017-01-04
390,176.31,171.9,2017-01-05
391,172.4,170.69,2017-01-06
392,171.37,168.35,2017-01-09
393,168.35,171.6,2017-01-10
394,171.5,169.05,2017-01-11
395,170.0,168.27,2017-01-12
396,168.79,164.9,2017-01-13
397,165.22,164.66,2017-01-16
398,164.67,165.98,2017-01-17
399,165.9,165.24,2017-01-18
400,165.46,166.3,2017-01-19
401,166.55,167.49,2017-01-20
402,167.33,166.75,2017-01-23
403,167.37,170.25,2017-01-24
404,170.5,170.26,2017-01-25
405,170.85,173.79,2017-01-26
406,173.89,178.92,2017-01-27
407,177.5,174.6,2017-01-30
408,174.37,172.2,2017-01-31
409,172.59,173.9,2017-02-01
410,173.94,172.83,2017-02-02
411,173.03,173.8,2017-02-03
412,174.71,172.87,2017-02-06
413,173.0,173.47,2017-02-07
414,173.2,171.2,2017-02-08
415,171.91,168.8,2017-02-09
416,169.05,165.5,2017-02-10
417,166.05,164.7,2017-02-13
418,164.99,162.7,2017-02-14
419,162.27,163.5,2017-02-15
420,164.4,166.49,2017-02-16
421,166.48,165.49,2017-02-17
422,166.4,165.44,2017-02-20
423,165.11,167.0,2017-02-21
424,167.5,165.9,2017-02-22
425,166.53,165.51,2017-02-24
426,166.01,160.95,2017-02-27
427,161.05,156.0,2017-02-28
428,155.65,160.0,2017-03-01
429,161.39,163.4,2017-03-02
430,162.95,164.4,2017-03-03
431,164.5,162.0,2017-03-06
432,162.41,160.98,2017-03-07
433,159.22,156.2,2017-03-09
434,157.32,157.5,2017-03-10
435,157.49,158.92,2017-03-13
436,159.5,157.42,2017-03-14
437,158.05,156.2,2017-03-15
438,157.82,158.35,2017-03-16
439,158.55,161.15,2017-03-17
440,161.57,163.8,2017-03-20
441,164.5,162.98,2017-03-21
442,162.01,162.92,2017-03-22
443,163.5,164.15,2017-03-23
444,164.0,164.52,2017-03-24
445,163.03,162.69,2017-03-27
446,163.5,163.66,2017-03-28
447,164.0,163.22,2017-03-29
448,163.32,163.5,2017-03-30
449,163.4,159.8,2017-03-31
450,160.77,161.8,2017-04-03
451,161.37,163.5,2017-04-04
452,164.33,168.1,2017-04-05
453,167.54,167.49,2017-04-06
454,166.12,161.49,2017-04-07
455,161.0,155.2,2017-04-10
456,155.2,156.0,2017-04-11
457,157.0,150.28,2017-04-12
458,151.57,152.0,2017-04-13
459,150.42,149.24,2017-04-14
460,149.44,153.99,2017-04-17
461,154.44,153.4,2017-04-18
462,153.18,153.6,2017-04-19
463,153.0,158.21,2017-04-20
464,158.74,159.59,2017-04-21
465,161.09,162.5,2017-04-24
466,163.0,162.55,2017-04-25
467,163.08,165.05,2017-04-26
468,164.99,164.69,2017-04-27
469,165.5,165.2,2017-04-28
470,166.0,166.64,2017-05-02
471,166.3,164.71,2017-05-03
472,164.62,165.5,2017-05-04
473,164.22,165.8,2017-05-05
474,167.0,170.8,2017-05-10
475,171.0,169.97,2017-05-11
476,169.75,167.7,2017-05-12
477,168.5,171.35,2017-05-15
478,170.97,170.66,2017-05-16
479,169.8,169.24,2017-05-17
480,168.41,166.5,2017-05-18
481,167.48,168.87,2017-05-19
482,170.5,168.03,2017-05-22
483,167.87,166.31,2017-05-23
484,166.8,165.7,2017-05-24
485,166.5,164.05,2017-05-25
486,163.8,160.7,2017-05-26
487,161.0,163.9,2017-05-29
488,163.15,161.64,2017-05-30
489,161.6,155.93,2017-05-31
490,156.4,153.0,2017-06-01
491,153.0,157.14,2017-06-02
492,157.1,154.7,2017-06-05
493,154.49,152.8,2017-06-06
494,153.3,152.82,2017-06-07
495,153.16,151.93,2017-06-08
496,151.41,150.13,2017-06-09
497,145.35,146.0,2017-06-13
498,145.65,143.0,2017-06-14
499,141.94,139.0,2017-06-15
500,139.65,141.63,2017-06-16
501,142.5,145.0,2017-06-19
502,145.2,144.9,2017-06-20
503,144.16,143.49,2017-06-21
504,142.39,144.25,2017-06-22
505,144.4,144.1,2017-06-23
506,144.85,144.49,2017-06-26
507,144.05,147.1,2017-06-27
508,146.2,145.5,2017-06-28
509,146.51,143.8,2017-06-29
510,143.2,145.59,2017-06-30
511,146.65,147.5,2017-07-03
512,147.5,149.39,2017-07-04
513,149.39,148.96,2017-07-05
514,149.2,150.35,2017-07-06
515,149.65,152.16,2017-07-07
516,152.48,155.0,2017-07-10
517,155.55,156.91,2017-07-11
518,157.53,160.85,2017-07-12
519,161.46,159.94,2017-07-13
520,159.9,161.4,2017-07-14
521,161.8,161.98,2017-07-17
522,162.0,161.7,2017-07-18
523,161.3,164.34,2017-07-19
524,164.06,163.93,2017-07-20
525,163.99,162.1,2017-07-21
526,161.21,161.33,2017-07-24
527,161.66,160.22,2017-07-25
528,160.71,161.55,2017-07-26
529,162.41,166.0,2017-07-27
530,165.37,165.4,2017-07-28
531,165.53,164.53,2017-07-31
532,165.5,166.31,2017-08-01
533,166.6,169.9,2017-08-02
534,170.0,170.0,2017-08-03
535,169.49,169.73,2017-08-04
536,170.47,172.79,2017-08-07
537,173.0,175.75,2017-08-08
538,174.8,173.4,2017-08-09
539,173.75,172.2,2017-08-10
540,171.26,172.05,2017-08-11
541,173.0,172.51,2017-08-14
542,172.31,172.33,2017-08-15
543,172.95,173.05,2017-08-16
544,172.5,172.72,2017-08-17
545,171.71,169.5,2017-08-18
546,169.77,169.9,2017-08-21
547,171.2,171.0,2017-08-22
548,171.0,175.3,2017-08-23
549,175.5,179.8,2017-08-24
550,180.85,180.51,2017-08-25
551,180.6,181.85,2017-08-28
552,182.0,181.89,2017-08-29
553,182.5,183.5,2017-08-30
554,182.99,183.51,2017-08-31
555,183.85,183.66,2017-09-01
556,181.51,184.1,2017-09-04
557,184.39,184.14,2017-09-05
558,183.25,183.12,2017-09-06
559,183.47,184.0,2017-09-07
560,184.1,185.89,2017-09-08
561,186.7,190.5,2017-09-11
562,191.03,189.32,2017-09-12
563,189.32,189.1,2017-09-13
564,189.0,188.64,2017-09-14
565,188.73,188.75,2017-09-15
566,189.56,188.04,2017-09-18
567,187.68,184.85,2017-09-19
568,184.5,186.47,2017-09-20
569,186.4,187.38,2017-09-21
570,187.35,187.55,2017-09-22
571,187.37,191.2,2017-09-25
572,191.56,192.54,2017-09-26
573,192.94,193.7,2017-09-27
574,193.68,191.96,2017-09-28
575,192.0,192.33,2017-09-29
576,192.76,193.0,2017-10-02
577,193.28,192.5,2017-10-03
578,192.49,192.03,2017-10-04
579,192.0,193.74,2017-10-05
580,194.3,194.16,2017-10-06
581,194.2,194.0,2017-10-09
582,194.3,193.21,2017-10-10
583,193.95,195.83,2017-10-11
584,195.85,195.51,2017-10-12
585,195.62,196.48,2017-10-13
586,197.53,197.7,2017-10-16
587,197.3,197.2,2017-10-17
588,197.5,195.31,2017-10-18
589,195.26,192.2,2017-10-19
590,193.6,192.97,2017-10-20
591,193.41,192.34,2017-10-23
592,191.64,192.5,2017-10-24
593,193.0,192.04,2017-10-25
594,192.65,192.75,2017-10-26
595,193.53,196.05,2017-10-27
596,196.32,195.0,2017-10-30
597,194.81,193.8,2017-10-31
598,194.49,194.05,2017-11-01
599,193.78,193.85,2017-11-02
600,194.77,193.8,2017-11-03
601,196.5,205.96,2017-11-07
602,205.95,209.09,2017-11-08
603,209.51,220.05,2017-11-09
604,221.0,217.7,2017-11-10
605,217.7,216.61,2017-11-13
606,216.5,221.4,2017-11-14
607,222.5,225.95,2017-11-15
608,227.79,227.5,2017-11-16
609,227.9,225.65,2017-11-17
610,225.7,224.6,2017-11-20
611,225.5,231.0,2017-11-21
612,231.89,230.25,2017-11-22
613,230.26,225.56,2017-11-23
614,225.4,228.0,2017-11-24
615,228.4,226.76,2017-11-27
616,221.0,230.0,2017-11-28
617,230.1,228.2,2017-11-29
618,228.0,224.35,2017-11-30
619,224.5,221.5,2017-12-01
620,222.0,224.6,2017-12-04
621,224.0,223.91,2017-12-05
622,222.65,223.75,2017-12-06
623,223.83,219.81,2017-12-07
624,219.9,220.89,2017-12-08
625,221.4,227.69,2017-12-11
626,229.0,227.9,2017-12-12
627,227.3,221.8,2017-12-13
628,222.11,229.9,2017-12-14
629,228.9,226.53,2017-12-15
630,227.49,227.4,2017-12-18
631,227.99,224.1,2017-12-19
632,224.28,226.0,2017-12-20
633,226.46,223.6,2017-12-21
634,223.68,221.44,2017-12-22
635,222.22,223.3,2017-12-25
636,223.9,223.57,2017-12-26
637,224.01,226.98,2017-12-27
638,226.9,224.2,2017-12-28
639,224.12,225.2,2017-12-29
640,226.88,231.9,2018-01-03
641,232.13,238.8,2018-01-04
642,238.89,238.6,2018-01-05
643,239.03,240.4,2018-01-09
644,240.4,237.76,2018-01-10
645,237.76,239.0,2018-01-11
646,238.92,237.75,2018-01-12
647,239.0,238.85,2018-01-15
648,239.01,239.64,2018-01-16
649,238.62,239.82,2018-01-17
650,240.5,245.5,2018-01-18
651,245.15,242.45,2018-01-19
652,242.97,243.99,2018-01-22
653,244.77,244.4,2018-01-23
654,244.2,247.53,2018-01-24
655,247.9,250.64,2018-01-25
656,249.3,247.0,2018-01-26
657,247.5,250.48,2018-01-29
658,248.53,257.8,2018-01-30
659,257.5,264.5,2018-01-31
660,265.0,263.2,2018-02-01
661,263.69,257.32,2018-02-02
662,254.85,255.64,2018-02-05
663,250.0,258.94,2018-02-06
664,263.9,257.58,2018-02-07
665,256.4,253.19,2018-02-08
666,249.03,250.11,2018-02-09
667,253.0,255.05,2018-02-12
668,255.87,258.3,2018-02-13
669,259.07,262.03,2018-02-14
670,267.53,264.58,2018-02-15
671,265.97,266.99,2018-02-16
672,267.0,266.85,2018-02-19
673,266.85,267.22,2018-02-20
674,266.05,279.2,2018-02-21
675,277.99,277.49,2018-02-22
676,279.0,279.97,2018-02-26
677,280.82,278.21,2018-02-27
678,276.0,272.4,2018-02-28
679,270.98,275.0,2018-03-01
680,274.4,273.0,2018-03-02
681,273.7,277.0,2018-03-05
682,278.5,274.03,2018-03-06
683,272.99,274.0,2018-03-07
684,274.55,274.6,2018-03-09
685,276.05,274.3,2018-03-12
686,274.0,273.95,2018-03-13
687,273.0,262.5,2018-03-14
688,263.0,254.51,2018-03-15
689,255.29,256.15,2018-03-16
690,257.8,255.0,2018-03-19
691,255.98,257.15,2018-03-20
692,258.0,268.88,2018-03-21
693,269.97,265.5,2018-03-22
694,259.02,262.0,2018-03-23
695,262.0,255.0,2018-03-26
696,256.99,258.0,2018-03-27
